AAVE.USD,ADA.USD,ALGO.USD,APE.USD,APT.USD,ATOM.USD,AVAX.USD,AXS.USD,BCH.USD,BNB.USD,BTC.USD,CHZ.USD,CRV.USD,DASH.USD,DOGE.USD,DOT.USD,EGLD.USD,EOS.USD,ETC.USD,ETH.USD,FIL.USD,FLOW.USD,FTM.USD,GRT.USD,HBAR.USD,ICP.USD,IMX.USD,LDO.USD,LINK.USD,LRC.USD,LTC.USD,MANA.USD,MASK.USD,MATIC.USD,MKR.USD,NEAR.USD,NEO.USD,OP.USD,PAXG.USD,QNT.USD,SAND.USD,SNX.USD,SOL.USD,THETA.USD,TRX.USD,UNI.USD,VET.USD,XLM.USD,XTZ.USD,ZIL.USD
76.8,0.3398,0.2327,4.861,11.7029,12.047,16.56,9.06,125.5,289.3,22347.09,0.1254,0.927,68.72,0.0766,6.06,43.15,1.2721,20.12,1562.82,6.235,1.077,0.4221,0.1463,0.0642,5.533,1.013,2.824,6.932,0.3359,90.07,0.5985,3.412,1.169,923.0,2.09,11.568,2.542,1842.0,125.0,0.6364,2.826,21.39,1.061,0.0673,6.2317,0.02534,0.0844,1.1226,0.02832
76.8,0.3396,0.2327,4.861,11.7029,12.035,16.54,9.06,125.5,289.4,22355.21,0.1254,0.927,68.72,0.0766,6.05,43.15,1.2721,20.12,1563.35,6.222,1.077,0.4219,0.1464,0.0642,5.516,1.013,2.824,6.931,0.3359,90.07,0.5985,3.412,1.1691,923.0,2.094,11.568,2.547,1842.0,125.0,0.6364,2.826,21.42,1.056,0.06721,6.2403,0.02535,0.0844,1.1226,0.0283
76.8,0.3394,0.2327,4.861,11.7083,12.054,16.54,9.06,125.5,289.4,22356.57,0.1254,0.927,68.72,0.0765,6.05,43.15,1.2725,20.12,1563.87,6.222,1.077,0.4222,0.1465,0.0643,5.516,1.008,2.824,6.926,0.3359,90.07,0.5968,3.412,1.1677,925.0,2.094,11.568,2.548,1842.0,124.8,0.6352,2.83,21.41,1.056,0.06721,6.2403,0.02534,0.0845,1.1226,0.02831
76.8,0.3394,0.2322,4.861,11.7083,12.059,16.54,9.06,125.5,289.3,22331.48,0.1254,0.924,68.72,0.0765,6.05,43.15,1.2656,20.12,1562.33,6.223,1.077,0.4225,0.1468,0.0641,5.516,1.006,2.824,6.913,0.3359,89.95,0.5968,3.412,1.1675,925.0,2.093,11.568,2.55,1842.0,124.8,0.6352,2.822,21.36,1.056,0.06721,6.2395,0.02534,0.0845,1.128,0.0283
76.8,0.3388,0.2317,4.826,11.7083,12.001,16.5,9.06,125.5,289.1,22308.64,0.1254,0.924,68.72,0.0762,6.04,43.15,1.2683,20.12,1559.89,6.2,1.071,0.4205,0.1468,0.064,5.516,1.006,2.824,6.899,0.3359,89.75,0.5963,3.412,1.1648,925.0,2.087,11.568,2.541,1842.0,124.7,0.6352,2.814,21.35,1.056,0.06713,6.2317,0.02524,0.0844,1.1359,0.02821
76.8,0.3387,0.2319,4.826,11.7083,11.99,16.5,9.06,125.5,289.2,22313.44,0.1254,0.924,68.72,0.0762,6.04,43.15,1.2683,20.12,1560.04,6.2,1.071,0.421,0.1466,0.0638,5.516,1.002,2.824,6.906,0.3359,89.75,0.5963,3.412,1.1638,925.0,2.086,11.568,2.543,1842.0,124.9,0.6306,2.814,21.36,1.056,0.06709,6.2195,0.02519,0.0843,1.1359,0.02821
76.8,0.3389,0.232,4.826,11.6638,11.985,16.5,9.06,125.5,289.1,22320.62,0.1254,0.922,68.31,0.0762,6.04,42.98,1.2652,20.1,1560.13,6.189,1.071,0.4203,0.1465,0.0638,5.512,1.001,2.824,6.905,0.3359,89.73,0.5953,3.412,1.1641,917.0,2.089,11.568,2.544,1842.0,124.9,0.6363,2.814,21.38,1.056,0.06711,6.2195,0.02528,0.0841,1.1359,0.02821
76.6,0.3389,0.2317,4.826,11.6638,11.985,16.51,9.06,125.5,288.9,22319.06,0.1254,0.922,68.31,0.0762,6.04,42.96,1.264,20.1,1561.0,6.195,1.071,0.4202,0.1468,0.0637,5.512,1.002,2.824,6.9,0.3359,89.84,0.5953,3.412,1.1646,919.0,2.089,11.568,2.544,1842.0,124.9,0.6363,2.814,21.35,1.056,0.06706,6.2195,0.02529,0.0844,1.1359,0.02823
76.6,0.3393,0.2317,4.832,11.6638,11.981,16.5,9.06,125.5,289.0,22307.65,0.1254,0.922,68.31,0.0762,6.04,42.96,1.264,20.1,1559.63,6.203,1.071,0.4207,0.1468,0.0638,5.512,1.002,2.824,6.9,0.3359,89.9,0.5953,3.412,1.1631,919.0,2.089,11.568,2.544,1842.0,124.9,0.6363,2.814,21.38,1.056,0.06709,6.2195,0.02531,0.0844,1.1307,0.02823
76.4,0.34,0.2314,4.832,11.6638,11.987,16.49,9.04,125.5,289.0,22311.81,0.1254,0.922,68.31,0.0762,6.05,42.96,1.264,20.1,1559.8,6.17,1.071,0.4209,0.1467,0.0639,5.512,1.002,2.817,6.903,0.3359,89.83,0.5953,3.412,1.163,916.0,2.089,11.568,2.541,1842.0,124.9,0.633,2.832,21.36,1.056,0.06709,6.2195,0.02534,0.0844,1.1307,0.02823
76.4,0.3393,0.231,4.82,11.6638,11.969,16.48,9.04,125.0,288.6,22257.74,0.1254,0.922,68.31,0.0761,6.02,42.96,1.264,20.1,1555.84,6.16,1.071,0.4189,0.1467,0.0636,5.5,1.002,2.817,6.893,0.335,89.69,0.5953,3.412,1.1609,916.0,2.079,11.568,2.535,1842.0,124.0,0.6346,2.814,21.28,1.057,0.06709,6.2148,0.0253,0.0844,1.1307,0.0282
76.3,0.3388,0.2304,4.801,11.6638,11.936,16.45,9.04,125.0,288.5,22247.74,0.1254,0.921,68.31,0.0761,6.02,42.96,1.2602,20.1,1554.54,6.154,1.069,0.4187,0.146,0.0636,5.503,1.002,2.801,6.893,0.335,89.58,0.5955,3.412,1.159,912.0,2.078,11.568,2.529,1843.0,124.1,0.6346,2.814,21.27,1.056,0.06709,6.2148,0.02529,0.0844,1.1307,0.02813
76.3,0.3392,0.2306,4.795,11.6325,11.921,16.46,9.04,124.9,288.1,22211.4,0.1254,0.92,68.26,0.0761,6.01,42.96,1.2602,20.11,1552.45,6.154,1.069,0.4179,0.1442,0.0636,5.503,1.002,2.801,6.883,0.335,89.51,0.5955,3.412,1.157,912.0,2.083,11.506,2.523,1844.0,123.7,0.6346,2.813,21.28,1.056,0.06709,6.2039,0.02528,0.0844,1.13,0.02813
76.5,0.3399,0.231,4.804,11.5635,11.948,16.5,9.03,124.8,288.7,22298.91,0.1249,0.922,68.26,0.0762,6.03,42.8,1.252,20.09,1558.9,6.13,1.06,0.4197,0.1453,0.0637,5.5,1.002,2.801,6.908,0.3354,89.75,0.5937,3.382,1.1616,909.0,2.084,11.506,2.534,1844.0,123.7,0.63,2.818,21.32,1.059,0.06695,6.1787,0.02538,0.0845,1.1258,0.02823
76.3,0.3397,0.2304,4.785,11.5635,11.946,16.48,9.03,125.0,288.6,22285.07,0.1254,0.922,68.26,0.0761,6.02,42.8,1.252,20.09,1558.65,6.159,1.07,0.4192,0.1453,0.0638,5.503,1.002,2.801,6.908,0.3354,89.76,0.5937,3.414,1.1603,909.0,2.085,11.506,2.534,1843.0,123.7,0.63,2.833,21.27,1.066,0.06713,6.1787,0.02535,0.0845,1.1258,0.0282
76.3,0.34,0.2306,4.785,11.5635,11.95,16.48,9.03,125.0,288.8,22300.0,0.1254,0.924,68.26,0.0763,6.03,42.8,1.2636,20.09,1560.96,6.159,1.07,0.4202,0.1458,0.0639,5.503,1.002,2.801,6.908,0.3354,89.57,0.5937,3.414,1.1626,905.0,2.085,11.506,2.543,1843.0,123.7,0.63,2.833,21.28,1.066,0.06713,6.2244,0.0254,0.0846,1.1258,0.02826
76.3,0.34,0.2304,4.785,11.663,11.942,16.51,9.03,125.0,288.3,22270.0,0.1254,0.923,68.26,0.0762,6.03,42.8,1.2598,20.09,1558.66,6.16,1.07,0.4192,0.1456,0.0638,5.503,1.002,2.801,6.908,0.3354,89.5,0.5958,3.414,1.1607,905.0,2.086,11.506,2.53,1843.0,124.3,0.6306,2.814,21.29,1.066,0.06713,6.2163,0.02538,0.0846,1.1287,0.02822
76.3,0.3394,0.2307,4.785,11.663,11.942,16.51,9.03,125.0,288.3,22277.09,0.1254,0.923,68.26,0.0763,6.03,42.8,1.2598,20.09,1560.58,6.157,1.07,0.4192,0.1457,0.0638,5.47,1.004,2.801,6.908,0.3354,89.53,0.5958,3.414,1.1619,909.0,2.086,11.506,2.53,1843.0,124.7,0.6341,2.814,21.29,1.054,0.06713,6.2163,0.02546,0.0845,1.1291,0.02824
76.1,0.3389,0.2304,4.769,11.6836,11.895,16.46,9.01,125.0,287.6,22214.87,0.125,0.92,68.26,0.0761,5.99,42.8,1.2605,20.12,1554.5,6.155,1.07,0.418,0.1448,0.0636,5.45,1.004,2.786,6.892,0.3354,89.21,0.5963,3.414,1.1579,909.0,2.073,11.522,2.525,1843.0,124.7,0.6324,2.8,21.23,1.051,0.06706,6.2163,0.02528,0.0843,1.128,0.02814
76.1,0.3407,0.2306,4.773,11.6836,11.925,16.46,9.01,125.0,288.3,22252.67,0.125,0.927,68.26,0.0763,6.02,42.8,1.2605,20.12,1560.18,6.157,1.07,0.4197,0.1447,0.0637,5.48,1.004,2.789,6.921,0.3354,89.55,0.5963,3.414,1.1623,909.0,2.073,11.522,2.532,1843.0,124.5,0.6324,2.8,21.24,1.052,0.06706,6.2163,0.02532,0.0843,1.128,0.0282
76.1,0.3405,0.2306,4.773,11.6557,11.898,16.48,9.01,125.0,288.0,22241.12,0.125,0.927,68.26,0.0763,6.02,42.8,1.26,20.12,1559.39,6.157,1.07,0.4189,0.1451,0.0638,5.47,1.004,2.789,6.906,0.3354,89.57,0.596,3.414,1.1614,909.0,2.083,11.522,2.523,1843.0,124.4,0.6327,2.792,21.29,1.049,0.06706,6.2163,0.02531,0.0848,1.1259,0.02814
76.1,0.3408,0.2308,4.773,11.6557,11.912,16.5,9.01,125.0,288.3,22249.54,0.125,0.927,68.26,0.0762,5.99,42.7,1.2598,20.15,1560.76,6.157,1.07,0.4195,0.1454,0.0638,5.47,1.004,2.787,6.913,0.3354,89.56,0.596,3.414,1.1611,909.0,2.083,11.522,2.519,1843.0,124.7,0.6327,2.792,21.32,1.049,0.06697,6.2163,0.02519,0.0848,1.1259,0.02811
76.1,0.3409,0.2312,4.773,11.6557,11.924,16.51,9.05,125.0,288.4,22235.88,0.125,0.924,68.26,0.0762,6.01,42.7,1.2599,20.14,1560.05,6.174,1.07,0.4196,0.1453,0.0638,5.47,1.013,2.788,6.913,0.3354,89.55,0.5968,3.414,1.1622,909.0,2.079,11.522,2.517,1843.0,124.7,0.6327,2.798,21.33,1.049,0.06697,6.2163,0.02524,0.0848,1.1259,0.02814
76.1,0.3409,0.2312,4.779,11.6557,11.901,16.51,9.05,125.1,288.3,22239.62,0.125,0.924,68.26,0.0762,6.0,42.7,1.2599,20.14,1561.04,6.174,1.071,0.4173,0.1454,0.0637,5.47,1.014,2.787,6.913,0.3368,89.71,0.5968,3.414,1.1605,909.0,2.078,11.522,2.517,1843.0,124.7,0.6327,2.802,21.34,1.049,0.06697,6.2163,0.0253,0.085,1.1259,0.02811
76.1,0.3408,0.2311,4.774,11.6552,11.906,16.51,9.05,125.1,288.6,22262.46,0.125,0.924,68.26,0.0762,6.0,42.7,1.2599,20.14,1562.35,6.174,1.071,0.4173,0.1454,0.0637,5.47,1.014,2.787,6.913,0.3368,89.73,0.5968,3.414,1.1608,909.0,2.082,11.522,2.517,1843.0,124.1,0.6327,2.807,21.3,1.049,0.06699,6.2163,0.02535,0.0849,1.1259,0.02814
76.1,0.3406,0.2314,4.774,11.6552,11.913,16.51,9.05,125.1,288.7,22257.07,0.125,0.924,68.26,0.0762,5.99,42.7,1.2599,20.14,1561.72,6.174,1.071,0.4186,0.1454,0.0639,5.47,1.016,2.787,6.913,0.3368,89.73,0.5968,3.414,1.1612,909.0,2.082,11.522,2.519,1843.0,124.1,0.6327,2.807,21.33,1.049,0.06699,6.2163,0.02535,0.0848,1.1259,0.02816
76.1,0.3405,0.2313,4.774,11.6644,11.925,16.52,9.05,125.2,288.5,22269.54,0.125,0.926,68.26,0.0763,6.0,42.7,1.2599,20.14,1560.93,6.193,1.071,0.4188,0.1454,0.064,5.504,1.016,2.787,6.926,0.3368,89.73,0.5968,3.414,1.1615,909.0,2.082,11.522,2.515,1843.0,124.1,0.6327,2.819,21.3,1.048,0.06699,6.2163,0.02527,0.0848,1.1259,0.02816
76.1,0.341,0.2313,4.795,11.6731,11.921,16.54,9.06,125.2,288.7,22302.06,0.125,0.926,68.26,0.0763,6.0,42.7,1.2599,20.14,1564.17,6.2,1.071,0.4188,0.1466,0.0639,5.504,1.028,2.789,6.928,0.3368,89.73,0.5966,3.414,1.1652,913.0,2.089,11.522,2.515,1843.0,124.1,0.6327,2.825,21.33,1.048,0.06699,6.2163,0.02533,0.0848,1.1259,0.0282
76.1,0.3412,0.2321,4.792,11.6731,11.921,16.56,9.06,125.2,288.8,22294.42,0.125,0.926,68.26,0.0763,6.0,42.7,1.2707,20.14,1564.17,6.2,1.071,0.4205,0.1466,0.0641,5.529,1.026,2.775,6.928,0.3368,89.73,0.5966,3.414,1.1667,913.0,2.089,11.522,2.531,1843.0,124.0,0.6376,2.825,21.33,1.048,0.06699,6.2406,0.02531,0.0849,1.1363,0.0282
76.1,0.3414,0.2321,4.792,11.7017,11.936,16.56,9.06,125.4,288.8,22286.89,0.125,0.926,68.26,0.0764,6.0,42.7,1.2707,20.14,1563.44,6.2,1.069,0.4194,0.1465,0.0641,5.529,1.026,2.775,6.928,0.3368,89.76,0.5966,3.414,1.1633,910.0,2.089,11.522,2.531,1843.0,124.0,0.6424,2.825,21.4,1.06,0.06699,6.2406,0.02527,0.0849,1.1363,0.0282
76.1,0.3414,0.2321,4.792,11.7017,11.928,16.56,9.06,125.4,288.9,22305.0,0.125,0.926,68.26,0.0764,6.02,42.7,1.2707,20.14,1565.66,6.209,1.069,0.4226,0.1465,0.0639,5.529,1.016,2.775,6.928,0.3368,89.93,0.5972,3.414,1.1646,907.0,2.089,11.522,2.531,1843.0,124.7,0.6356,2.825,21.4,1.051,0.06699,6.2406,0.02527,0.0849,1.1363,0.02822
76.7,0.3419,0.2322,4.797,11.7017,11.949,16.57,9.06,125.4,288.9,22323.93,0.125,0.931,68.26,0.0765,6.02,42.7,1.2707,20.14,1566.16,6.209,1.069,0.4226,0.1469,0.064,5.53,1.022,2.793,6.942,0.3368,89.98,0.5972,3.414,1.1666,907.0,2.089,11.522,2.531,1843.0,124.5,0.6458,2.833,21.39,1.056,0.06699,6.247,0.02527,0.085,1.1363,0.0283
76.8,0.3423,0.2322,4.797,11.7017,11.949,16.59,9.06,125.4,289.3,22320.54,0.1264,0.931,68.26,0.0765,6.02,43.17,1.2705,20.14,1567.04,6.238,1.069,0.4244,0.1468,0.064,5.548,1.02,2.793,6.952,0.3368,90.07,0.5972,3.414,1.1683,907.0,2.089,11.522,2.531,1843.0,124.5,0.6427,2.855,21.4,1.056,0.06706,6.2443,0.02538,0.085,1.139,0.02833
76.8,0.3428,0.2328,4.808,11.75,11.949,16.6,9.06,125.6,289.5,22331.64,0.1264,0.931,68.26,0.0766,6.03,43.17,1.2697,20.14,1567.79,6.238,1.075,0.4246,0.1468,0.0641,5.561,1.02,2.822,6.959,0.3368,90.11,0.5999,3.414,1.1692,906.0,2.099,11.522,2.548,1843.0,124.5,0.6427,2.836,21.41,1.056,0.06706,6.2443,0.02539,0.0852,1.1379,0.02832
76.8,0.3433,0.233,4.804,11.75,11.969,16.62,9.06,125.6,289.5,22340.06,0.1268,0.931,68.26,0.0766,6.03,43.17,1.2757,20.14,1569.0,6.239,1.075,0.4254,0.1465,0.0641,5.561,1.029,2.822,6.959,0.3368,90.11,0.6006,3.414,1.1693,903.0,2.099,11.522,2.553,1843.0,124.8,0.6427,2.836,21.41,1.056,0.06706,6.2443,0.02544,0.0852,1.1379,0.02841
77.0,0.3419,0.233,4.804,11.75,11.982,16.66,9.06,125.6,289.9,22351.97,0.1268,0.932,68.26,0.0768,6.04,43.17,1.2721,20.16,1570.47,6.253,1.075,0.4268,0.1473,0.0641,5.561,1.029,2.822,6.963,0.3368,90.11,0.6006,3.414,1.1703,902.0,2.103,11.615,2.539,1843.0,124.9,0.6444,2.836,21.43,1.056,0.0672,6.2603,0.02544,0.0852,1.1393,0.02846
77.0,0.3411,0.2326,4.804,11.75,11.972,16.63,9.06,125.6,289.8,22331.18,0.1268,0.932,68.26,0.0768,6.03,43.17,1.2741,20.17,1568.61,6.236,1.075,0.4255,0.1468,0.064,5.569,1.027,2.8,6.954,0.3368,90.32,0.6006,3.414,1.1682,902.0,2.103,11.615,2.54,1843.0,124.9,0.6444,2.836,21.4,1.056,0.06712,6.2603,0.02543,0.0852,1.14,0.02846
77.0,0.3401,0.2325,4.804,11.75,11.972,16.63,9.06,125.6,289.6,22332.99,0.1268,0.932,68.26,0.0768,6.03,43.17,1.2741,20.17,1568.96,6.241,1.075,0.4252,0.1468,0.0639,5.569,1.02,2.793,6.947,0.3368,90.21,0.6006,3.414,1.1663,902.0,2.103,11.615,2.54,1843.0,124.9,0.6444,2.836,21.38,1.056,0.06712,6.2603,0.02538,0.0853,1.14,0.02843
77.0,0.341,0.2325,4.811,11.8093,11.964,16.63,9.11,125.6,289.7,22356.06,0.1268,0.932,68.98,0.0767,6.03,43.17,1.2741,20.17,1570.09,6.241,1.075,0.4261,0.1468,0.064,5.564,1.025,2.797,6.947,0.3368,90.41,0.5989,3.414,1.167,902.0,2.099,11.615,2.542,1843.0,125.3,0.6444,2.852,21.39,1.056,0.06715,6.2603,0.02545,0.0853,1.14,0.02843
77.0,0.3405,0.2323,4.809,11.8093,11.975,16.64,9.11,125.6,289.8,22354.04,0.1268,0.932,68.98,0.0768,6.03,43.17,1.2795,20.15,1568.54,6.241,1.075,0.4248,0.1471,0.064,5.564,1.028,2.797,6.947,0.3368,90.55,0.5997,3.414,1.1654,898.0,2.099,11.615,2.543,1843.0,125.3,0.6444,2.852,21.4,1.056,0.06715,6.2603,0.02546,0.0853,1.14,0.0285
77.0,0.3419,0.2325,4.802,11.7254,11.993,16.66,9.1,125.6,289.9,22357.01,0.1268,0.932,68.98,0.0768,6.03,43.16,1.3068,20.21,1569.33,6.233,1.075,0.4243,0.147,0.0639,5.564,1.018,2.797,6.944,0.3368,90.61,0.5997,3.414,1.1672,898.0,2.104,11.645,2.539,1843.0,125.3,0.6397,2.852,21.4,1.057,0.06718,6.2648,0.02542,0.0852,1.1411,0.02849
77.0,0.3429,0.2329,4.802,11.7254,12.005,16.68,9.1,126.3,290.1,22357.4,0.1268,0.935,68.98,0.0768,6.03,43.15,1.3402,20.23,1569.42,6.233,1.075,0.4235,0.147,0.0639,5.564,1.018,2.797,6.945,0.3382,90.61,0.601,3.414,1.167,898.0,2.101,11.68,2.539,1843.0,125.3,0.6397,2.861,21.39,1.057,0.06725,6.2648,0.02544,0.0853,1.1411,0.0285
77.0,0.3429,0.2328,4.8,11.7254,12.005,16.67,9.1,126.0,290.1,22351.51,0.1268,0.934,68.98,0.0768,6.04,43.07,1.3338,20.27,1570.29,6.233,1.08,0.4239,0.147,0.0637,5.58,1.018,2.797,6.953,0.3382,90.55,0.601,3.414,1.167,891.0,2.101,11.646,2.539,1843.0,124.8,0.6397,2.863,21.38,1.057,0.06725,6.267,0.02538,0.0855,1.1411,0.02844
77.0,0.3425,0.2326,4.795,11.7254,12.009,16.66,9.1,125.8,290.1,22339.84,0.1268,0.933,68.98,0.0768,6.03,43.11,1.325,20.3,1568.16,6.233,1.08,0.426,0.1467,0.0639,5.58,1.018,2.811,6.953,0.3382,90.49,0.601,3.439,1.1671,891.0,2.101,11.646,2.538,1843.0,124.7,0.6397,2.863,21.42,1.057,0.06715,6.267,0.02539,0.0855,1.1411,0.02849
77.0,0.3431,0.233,4.795,11.7254,12.009,16.66,9.1,126.3,290.4,22358.38,0.1268,0.935,69.26,0.0768,6.03,43.21,1.3351,20.37,1569.55,6.256,1.08,0.4264,0.1467,0.064,5.58,1.018,2.811,6.953,0.3382,90.64,0.601,3.439,1.1678,891.0,2.099,11.646,2.544,1843.0,125.4,0.6397,2.874,21.42,1.058,0.06711,6.267,0.02541,0.0857,1.1451,0.02849
77.0,0.3425,0.233,4.797,11.7254,12.024,16.66,9.1,126.3,290.3,22346.45,0.1268,0.935,69.26,0.0768,6.03,43.15,1.3097,20.34,1569.05,6.265,1.08,0.4277,0.1477,0.0642,5.603,1.02,2.812,6.953,0.3382,90.64,0.601,3.439,1.1695,888.0,2.099,11.894,2.539,1843.0,124.9,0.6442,2.88,21.4,1.056,0.06717,6.267,0.02553,0.0857,1.146,0.0284
77.0,0.3427,0.2325,4.819,11.7712,12.059,16.7,9.15,126.3,290.4,22333.76,0.1268,0.938,69.26,0.0768,6.02,43.16,1.3123,20.34,1568.59,6.298,1.085,0.4284,0.1478,0.0646,5.604,1.02,2.812,6.964,0.3388,90.56,0.6031,3.442,1.1688,887.0,2.103,11.845,2.552,1843.0,125.4,0.6442,2.896,21.4,1.06,0.06727,6.267,0.02556,0.0858,1.1434,0.02832
77.0,0.3431,0.2328,4.819,11.7712,12.047,16.7,9.15,126.2,290.5,22343.57,0.1268,0.938,69.26,0.0768,6.01,43.19,1.3129,20.32,1569.84,6.298,1.085,0.4286,0.1478,0.0647,5.578,1.033,2.812,6.963,0.3404,90.54,0.6031,3.442,1.1671,893.0,2.102,11.908,2.552,1843.0,125.0,0.6442,2.896,21.4,1.059,0.0673,6.2746,0.0256,0.0858,1.1434,0.0284
77.0,0.3436,0.2329,4.819,11.7712,12.048,16.71,9.15,126.1,290.5,22340.02,0.1268,0.937,69.1,0.0767,6.03,43.19,1.3179,20.32,1569.67,6.283,1.085,0.4286,0.1478,0.0653,5.588,1.028,2.812,6.964,0.3404,90.61,0.6031,3.442,1.1705,905.0,2.107,11.928,2.554,1843.0,125.0,0.6447,2.9,21.37,1.071,0.0673,6.2746,0.02567,0.0858,1.1446,0.02843
77.1,0.3437,0.2332,4.828,11.8093,12.067,16.74,9.15,126.6,290.5,22367.26,0.1268,0.938,69.1,0.0768,6.03,43.32,1.3199,20.32,1571.98,6.303,1.085,0.4307,0.1486,0.0653,5.588,1.036,2.81,6.974,0.3401,90.74,0.6079,3.442,1.1729,915.0,2.114,12.041,2.559,1843.0,125.1,0.6474,2.906,21.43,1.071,0.0673,6.2847,0.02578,0.0858,1.144,0.0285
77.1,0.3432,0.2334,4.828,11.8093,12.058,16.75,9.15,126.6,290.5,22371.45,0.1275,0.943,69.25,0.0769,6.04,43.37,1.3208,20.32,1573.04,6.292,1.085,0.4295,0.1485,0.0654,5.588,1.036,2.811,6.982,0.3401,90.78,0.6079,3.451,1.172,908.0,2.114,12.021,2.558,1843.0,125.1,0.6474,2.909,21.41,1.071,0.0673,6.3,0.02578,0.0858,1.144,0.0285
77.1,0.3432,0.2329,4.828,11.8012,12.03,16.7,9.2,126.6,290.4,22349.28,0.1274,0.94,69.39,0.0768,6.04,43.35,1.3159,20.35,1571.15,6.292,1.085,0.4283,0.1477,0.0652,5.588,1.032,2.811,6.98,0.3401,90.63,0.6079,3.451,1.1695,923.0,2.11,11.942,2.558,1843.0,125.1,0.6468,2.917,21.43,1.071,0.06737,6.2857,0.02575,0.0857,1.1438,0.02844
77.3,0.344,0.2334,4.828,11.7986,12.062,16.77,9.2,126.8,290.8,22369.98,0.1273,0.942,69.41,0.0771,6.04,43.34,1.3311,20.4,1573.26,6.292,1.085,0.4304,0.1475,0.0651,5.588,1.035,2.811,6.986,0.3393,90.66,0.6076,3.451,1.1727,914.0,2.118,11.968,2.561,1843.0,125.1,0.6492,2.902,21.45,1.062,0.06741,6.2857,0.02574,0.0857,1.1447,0.0284
77.4,0.3438,0.2335,4.826,11.7948,12.082,16.78,9.24,126.8,290.8,22379.73,0.1273,0.941,69.47,0.0771,6.04,43.42,1.3265,20.4,1574.47,6.292,1.085,0.4317,0.148,0.065,5.61,1.04,2.811,6.994,0.3408,90.6,0.6139,3.451,1.1749,912.0,2.112,11.941,2.561,1843.0,125.1,0.6558,2.928,21.48,1.077,0.06741,6.2943,0.02574,0.0857,1.1447,0.0285
77.4,0.3431,0.2333,4.826,11.7948,12.049,16.77,9.24,126.8,290.8,22375.47,0.1273,0.941,69.67,0.0771,6.04,43.29,1.3163,20.37,1573.33,6.306,1.085,0.4311,0.148,0.0649,5.61,1.039,2.801,7.001,0.3408,90.48,0.6139,3.451,1.1732,922.0,2.11,11.985,2.561,1843.0,125.2,0.6558,2.918,21.46,1.066,0.06734,6.2943,0.02566,0.0857,1.1447,0.0285
77.4,0.3432,0.2332,4.826,11.7948,12.047,16.79,9.24,126.8,290.7,22377.58,0.1273,0.941,69.67,0.077,6.04,43.28,1.3163,20.37,1575.09,6.309,1.085,0.43,0.148,0.0652,5.592,1.039,2.797,6.991,0.3386,90.47,0.6097,3.451,1.1723,922.0,2.11,12.097,2.562,1843.0,125.2,0.6558,2.918,21.46,1.066,0.06733,6.2943,0.02568,0.0857,1.1447,0.0285
77.4,0.3432,0.233,4.826,11.7948,12.044,16.8,9.24,126.8,291.1,22368.36,0.1273,0.941,69.67,0.077,6.04,43.26,1.3173,20.36,1574.64,6.294,1.089,0.4301,0.1477,0.0652,5.592,1.041,2.797,6.992,0.3386,90.47,0.6097,3.451,1.1729,922.0,2.11,12.137,2.562,1843.0,125.2,0.6558,2.918,21.47,1.066,0.06733,6.2943,0.02566,0.0857,1.1466,0.0285
77.4,0.3441,0.2331,4.826,11.7948,12.044,16.84,9.24,126.8,291.0,22371.2,0.127,0.941,69.67,0.0771,6.04,43.3,1.32,20.36,1574.38,6.3,1.089,0.43,0.1477,0.0652,5.592,1.046,2.797,6.995,0.3386,90.5,0.6091,3.451,1.1737,922.0,2.11,12.059,2.562,1843.0,125.5,0.6558,2.96,21.51,1.066,0.06733,6.2943,0.02565,0.0857,1.1466,0.0285
77.4,0.3439,0.2331,4.832,11.7948,12.067,16.84,9.24,126.9,290.8,22377.99,0.127,0.941,69.67,0.0771,6.05,43.33,1.3158,20.41,1574.6,6.292,1.089,0.4287,0.1478,0.0654,5.587,1.053,2.803,7.004,0.3386,90.62,0.6091,3.451,1.1729,914.0,2.115,12.029,2.557,1843.0,125.5,0.6529,2.963,21.5,1.066,0.06736,6.2943,0.0257,0.0857,1.1466,0.02849
77.4,0.3432,0.2332,4.83,11.7581,12.053,16.86,9.25,126.9,290.6,22380.02,0.127,0.941,69.76,0.077,6.05,43.27,1.308,20.4,1573.97,6.289,1.089,0.4283,0.1472,0.0653,5.584,1.053,2.803,7.004,0.3386,90.36,0.6086,3.451,1.1732,914.0,2.115,12.101,2.56,1843.0,125.6,0.6537,2.967,21.47,1.066,0.06735,6.2943,0.02568,0.0857,1.1449,0.02846
77.4,0.343,0.2332,4.83,11.7607,12.053,16.86,9.25,126.5,290.6,22376.76,0.127,0.943,69.76,0.077,6.05,43.3,1.3116,20.4,1573.85,6.289,1.089,0.428,0.1472,0.0652,5.584,1.046,2.803,6.989,0.3386,90.4,0.6086,3.451,1.172,912.0,2.115,12.106,2.55,1843.0,125.2,0.6537,2.947,21.47,1.066,0.06727,6.2943,0.02564,0.0857,1.1449,0.02846
77.4,0.3432,0.2333,4.83,11.7583,12.049,16.86,9.25,126.5,290.6,22382.86,0.127,0.942,69.76,0.077,6.05,43.31,1.3138,20.41,1573.01,6.289,1.089,0.428,0.1472,0.0654,5.584,1.049,2.8,6.989,0.3386,90.53,0.6073,3.451,1.1713,912.0,2.108,12.106,2.555,1843.0,125.2,0.6496,2.947,21.45,1.062,0.06724,6.2943,0.02568,0.0854,1.1449,0.02847
