AAVE.USD,ADA.USD,ALGO.USD,APE.USD,APT.USD,ATOM.USD,AVAX.USD,AXS.USD,BCH.USD,BNB.USD,BTC.USD,CHZ.USD,CRV.USD,DASH.USD,DOGE.USD,DOT.USD,EGLD.USD,EOS.USD,ETC.USD,ETH.USD,FIL.USD,FLOW.USD,FTM.USD,GRT.USD,HBAR.USD,ICP.USD,IMX.USD,LDO.USD,LINK.USD,LRC.USD,LTC.USD,MANA.USD,MASK.USD,MATIC.USD,MKR.USD,NEAR.USD,NEO.USD,OP.USD,PAXG.USD,QNT.USD,SAND.USD,SNX.USD,SOL.USD,THETA.USD,TRX.USD,UNI.USD,VET.USD,XLM.USD,XTZ.USD,ZIL.USD
81.2,0.358,0.249,5.0572,13.0093,12.573,17.45,9.89,132.75,301.2612,23413.83,0.1345,1.018,72.7,0.0813,6.42,48.112,1.187,21.0935,1638.93,7.03,1.18,0.4597,0.1587,0.0695,6.04,1.051,3.021,7.4057,0.3568,97.11,0.6466,4.102,1.223,929.0,2.281,12.6,2.706,1827.81,127.1,0.698,2.981,22.2022,1.183,0.0698,6.7127,0.0278,0.0876,1.1817,0.0316
81.11,0.3579,0.248,5.0572,13.009,12.56,17.46,9.89,133.17,301.1694,23418.15,0.1345,1.018,72.7,0.0813,6.42,48.026,1.187,21.0935,1639.44,7.02,1.18,0.4599,0.1589,0.0695,6.04,1.052,3.037,7.4057,0.3568,97.09,0.6466,4.11,1.2236,927.0,2.281,12.6,2.706,1827.81,127.1,0.698,2.971,22.2041,1.183,0.0699,6.7127,0.0278,0.0876,1.1817,0.0316
81.11,0.358,0.249,5.0572,13.009,12.577,17.47,9.89,133.31,301.2899,23427.06,0.1345,1.018,72.7,0.0813,6.4,48.026,1.187,21.0935,1640.83,7.02,1.16,0.46,0.1588,0.0695,6.04,1.052,3.037,7.4057,0.3568,97.17,0.6466,4.11,1.2238,929.05,2.281,12.6,2.705,1827.81,127.0,0.6967,2.987,22.2279,1.188,0.0699,6.7127,0.0277,0.0874,1.1817,0.0316
81.11,0.3578,0.248,5.0606,13.009,12.561,17.46,9.89,133.31,301.316,23399.47,0.1345,1.018,72.7,0.0813,6.4,48.044,1.187,21.0831,1639.9,7.04,1.16,0.4601,0.159,0.0695,6.04,1.052,3.037,7.4061,0.3568,97.23,0.6466,4.11,1.2238,933.2119,2.281,12.6,2.703,1827.81,127.0,0.6967,2.995,22.2037,1.188,0.0699,6.7127,0.0277,0.0875,1.1817,0.0317
81.5,0.3582,0.249,5.0671,13.0368,12.561,17.49,9.89,133.31,301.4295,23438.88,0.1357,1.018,72.7,0.0814,6.42,48.083,1.187,21.0831,1642.41,7.08,1.16,0.4601,0.1592,0.0696,6.04,1.052,3.037,7.4304,0.3568,97.13,0.6467,4.11,1.2273,933.2119,2.281,12.6,2.711,1827.81,127.0,0.6967,2.995,22.2306,1.188,0.0699,6.7366,0.0277,0.0875,1.1855,0.0318
81.99,0.3585,0.25,5.0671,13.0368,12.579,17.5,9.89,133.31,301.5414,23445.14,0.1357,1.02,72.7,0.0814,6.44,48.269,1.197,21.0831,1643.14,7.14,1.16,0.4615,0.1593,0.0697,6.07,1.052,3.037,7.4434,0.3568,97.36,0.6467,4.11,1.2282,928.0801,2.281,12.6,2.716,1827.81,127.4,0.6976,2.995,22.28,1.188,0.0699,6.7366,0.0279,0.0875,1.1855,0.032
81.89,0.3583,0.25,5.0633,13.0368,12.571,17.49,9.89,133.31,301.4397,23417.41,0.1357,1.02,72.7,0.0814,6.44,48.269,1.1971,21.0831,1641.88,7.14,1.16,0.4598,0.1592,0.0697,6.07,1.052,3.037,7.4387,0.3604,97.2,0.6467,4.11,1.2256,928.0801,2.287,12.6,2.713,1827.81,127.4,0.6976,2.995,22.2595,1.188,0.0699,6.7366,0.0278,0.0875,1.1853,0.032
81.67,0.3582,0.249,5.0675,13.0368,12.572,17.47,9.89,133.31,301.4633,23421.11,0.1357,1.02,72.7,0.0814,6.43,48.269,1.1971,21.0831,1642.83,7.1,1.16,0.4597,0.1592,0.0697,6.07,1.052,3.037,7.434,0.3604,97.29,0.6467,4.11,1.2258,936.19,2.287,12.6,2.705,1823.9,127.4,0.6976,2.986,22.2612,1.188,0.0699,6.7366,0.0278,0.0874,1.1853,0.032
81.58,0.3577,0.249,5.0675,13.0368,12.585,17.47,9.89,133.31,301.2292,23385.58,0.1357,1.018,72.7,0.0813,6.43,48.269,1.2035,21.1023,1639.49,7.09,1.16,0.4577,0.1585,0.0695,6.06,1.056,3.021,7.4214,0.3604,97.1,0.6489,4.11,1.2247,936.19,2.288,12.6,2.7,1829.91,127.7,0.6964,2.986,22.2451,1.188,0.0699,6.7366,0.0278,0.0873,1.1865,0.032
81.58,0.3577,0.249,5.0675,13.0654,12.573,17.47,9.89,133.31,301.2534,23381.28,0.1357,1.017,72.7,0.0815,6.43,48.269,1.2035,21.1023,1639.95,7.09,1.16,0.4574,0.1587,0.0695,6.07,1.056,3.017,7.4254,0.3604,97.11,0.6489,4.11,1.2245,930.0,2.284,12.6,2.7,1829.91,127.7,0.6964,2.986,22.2067,1.189,0.0699,6.7366,0.0277,0.0873,1.1865,0.0318
81.69,0.3583,0.249,5.0675,13.0685,12.618,17.49,9.89,133.31,301.4797,23410.67,0.1357,1.018,72.7,0.0816,6.44,48.182,1.2035,21.1023,1641.98,7.12,1.16,0.4585,0.1597,0.0697,6.07,1.058,3.017,7.4379,0.3608,97.11,0.6489,4.11,1.2261,937.1234,2.284,12.6,2.7,1829.91,127.8,0.6964,2.986,22.2219,1.189,0.0699,6.7366,0.0279,0.0874,1.1865,0.0318
81.83,0.358,0.249,5.0675,13.0685,12.612,17.5,9.91,133.41,301.4587,23433.02,0.1357,1.021,72.7,0.0816,6.44,48.182,1.2035,21.1023,1642.85,7.12,1.19,0.4587,0.1598,0.0696,6.07,1.058,3.017,7.4379,0.3608,97.24,0.6489,4.095,1.2267,937.1234,2.291,12.6,2.7,1829.91,127.5,0.6964,2.986,22.2416,1.189,0.0699,6.7366,0.0279,0.0874,1.1836,0.0318
82.02,0.3583,0.248,5.0613,13.0993,12.612,17.52,9.91,133.41,301.6939,23455.65,0.1357,1.021,72.7,0.0818,6.45,48.195,1.2035,21.1672,1644.93,7.12,1.19,0.4601,0.16,0.0698,6.07,1.058,3.018,7.4543,0.3608,97.26,0.6501,4.095,1.2296,936.0481,2.295,12.6,2.712,1829.91,127.5,0.6964,2.986,22.2406,1.189,0.0699,6.7366,0.0278,0.0874,1.1876,0.0318
81.97,0.3591,0.249,5.0752,13.1035,12.612,17.54,9.91,133.41,301.9546,23495.0,0.1357,1.023,72.7,0.0818,6.46,48.262,1.2035,21.1676,1648.37,7.11,1.19,0.4606,0.1602,0.0699,6.08,1.06,3.022,7.481,0.3608,97.33,0.6501,4.095,1.2326,938.4898,2.295,12.6,2.721,1829.91,127.5,0.6964,3.0,22.3234,1.189,0.0699,6.7366,0.0279,0.0874,1.1876,0.0318
81.95,0.3598,0.249,5.0808,13.1338,12.671,17.55,9.91,133.41,302.3665,23525.0,0.1358,1.027,72.7,0.0819,6.48,48.315,1.2035,21.1676,1654.41,7.12,1.18,0.4625,0.1608,0.07,6.09,1.06,3.022,7.4931,0.3608,97.65,0.6525,4.095,1.2367,941.0,2.295,12.6,2.741,1829.91,128.0,0.7004,3.03,22.3838,1.189,0.0699,6.7795,0.0279,0.0876,1.1876,0.0318
82.36,0.3605,0.249,5.0955,13.1338,12.705,17.61,9.91,134.01,302.6395,23591.33,0.1358,1.029,72.7,0.0821,6.48,48.315,1.2072,21.2526,1657.62,7.12,1.19,0.4644,0.1611,0.0702,6.1,1.061,3.044,7.5225,0.3608,97.71,0.6543,4.095,1.2406,941.0,2.295,12.6,2.748,1829.91,128.6,0.7004,3.03,22.4455,1.193,0.0699,6.7795,0.028,0.0874,1.189,0.0318
82.36,0.3599,0.249,5.0955,13.1846,12.686,17.59,9.91,134.13,302.3058,23532.6,0.1358,1.029,72.7,0.082,6.48,48.315,1.2072,21.2526,1656.17,7.12,1.19,0.4657,0.1611,0.0701,6.1,1.061,3.04,7.5025,0.3608,97.57,0.6543,4.095,1.2398,943.13,2.295,12.6,2.748,1829.91,128.0,0.7004,3.03,22.4227,1.193,0.0699,6.7795,0.0281,0.0874,1.1916,0.0318
82.36,0.3593,0.249,5.0955,13.1846,12.686,17.59,9.91,134.13,302.1674,23528.67,0.1358,1.027,72.7,0.082,6.48,48.315,1.2072,21.2179,1654.56,7.18,1.19,0.4649,0.1605,0.0699,6.11,1.061,3.04,7.5025,0.3608,97.46,0.6531,4.095,1.2367,945.4799,2.295,12.6,2.744,1829.91,128.0,0.7026,3.035,22.3998,1.193,0.0698,6.7795,0.028,0.0874,1.1916,0.0318
82.36,0.3595,0.249,5.0955,13.1741,12.686,17.62,9.91,134.13,302.1551,23550.04,0.1366,1.027,72.7,0.082,6.48,48.315,1.2072,21.2179,1657.13,7.17,1.19,0.4677,0.1608,0.0702,6.12,1.061,3.04,7.5258,0.3608,97.55,0.653,4.095,1.2369,947.0,2.295,12.6,2.744,1829.91,128.0,0.6989,3.035,22.4298,1.193,0.0698,6.8025,0.028,0.0874,1.1916,0.0318
82.36,0.3589,0.25,5.0955,13.2663,12.693,17.63,9.91,134.13,302.1464,23555.2,0.1366,1.027,72.7,0.082,6.49,48.315,1.2072,21.2179,1657.07,7.17,1.19,0.4664,0.1603,0.0702,6.12,1.061,3.027,7.5025,0.3608,97.48,0.6528,4.095,1.2386,946.34,2.306,12.6,2.749,1829.91,128.0,0.6989,3.036,22.4308,1.193,0.0698,6.8025,0.028,0.0877,1.1916,0.0318
82.36,0.3597,0.25,5.0955,13.2355,12.714,17.66,9.96,134.05,302.5063,23550.18,0.1366,1.027,72.7,0.0821,6.49,48.401,1.2072,21.2179,1658.16,7.17,1.19,0.4693,0.1605,0.0702,6.13,1.06,3.031,7.5003,0.3608,97.55,0.653,4.095,1.2383,945.04,2.306,12.6,2.75,1825.31,128.4,0.7025,3.035,22.4534,1.198,0.0697,6.8093,0.0281,0.0876,1.1895,0.0321
82.39,0.3599,0.25,5.0955,13.2255,12.724,17.64,9.96,134.05,302.4188,23560.66,0.1366,1.027,72.7,0.0821,6.5,48.401,1.2072,21.2179,1658.57,7.22,1.2,0.4704,0.1605,0.0702,6.14,1.06,3.031,7.4989,0.3608,97.68,0.6538,4.095,1.2382,946.054,2.306,12.731,2.749,1825.31,127.9,0.7025,3.035,22.4698,1.198,0.0698,6.815,0.0281,0.0876,1.1895,0.0321
82.39,0.36,0.25,5.0955,13.2537,12.714,17.64,9.96,134.05,302.2826,23542.73,0.1366,1.027,72.7,0.0821,6.5,48.46,1.2072,21.2103,1656.3,7.24,1.2,0.469,0.1602,0.0702,6.15,1.059,3.049,7.5034,0.3608,97.68,0.6538,4.095,1.2397,950.05,2.306,12.731,2.749,1825.31,128.1,0.7025,3.035,22.4346,1.198,0.0698,6.8168,0.0281,0.0878,1.1895,0.0321
82.39,0.3595,0.25,5.0662,13.2537,12.7,17.64,9.95,134.05,302.0734,23500.87,0.1366,1.025,72.7,0.0819,6.48,48.46,1.2072,21.189,1652.95,7.21,1.2,0.4669,0.1598,0.0702,6.13,1.059,3.031,7.5045,0.3608,97.58,0.652,4.126,1.2374,942.3608,2.306,12.731,2.749,1825.31,128.1,0.7012,3.035,22.3524,1.198,0.0698,6.7981,0.0281,0.0876,1.192,0.032
82.39,0.3585,0.25,5.0622,13.2537,12.7,17.59,9.95,134.05,302.1478,23464.03,0.136,1.025,72.7,0.0817,6.48,48.46,1.2072,21.1621,1649.23,7.2,1.2,0.4653,0.1597,0.0701,6.13,1.054,3.019,7.4748,0.3608,97.38,0.652,4.102,1.2355,939.0555,2.306,12.731,2.739,1825.29,127.8,0.7012,3.035,22.3193,1.198,0.0696,6.7981,0.0279,0.0876,1.192,0.032
82.39,0.3581,0.25,5.054,13.2635,12.645,17.58,9.95,134.05,302.0636,23478.13,0.136,1.021,73.57,0.0819,6.48,48.46,1.1978,21.1622,1650.88,7.19,1.2,0.4671,0.1596,0.0701,6.11,1.054,3.016,7.4831,0.3608,97.35,0.652,4.102,1.2355,942.0589,2.3,12.731,2.739,1825.29,127.8,0.7012,3.035,22.319,1.198,0.0696,6.7889,0.0279,0.0876,1.192,0.032
82.28,0.3583,0.25,5.054,13.2635,12.662,17.58,9.95,134.05,301.4799,23490.04,0.136,1.021,73.57,0.0818,6.47,48.46,1.1978,21.1622,1652.88,7.19,1.2,0.4672,0.1596,0.0701,6.11,1.055,3.017,7.489,0.3608,97.26,0.652,4.102,1.2383,942.462,2.3,12.731,2.739,1825.29,127.8,0.7012,3.035,22.319,1.198,0.0696,6.7889,0.0281,0.0876,1.1901,0.032
82.28,0.3585,0.25,5.0623,13.2292,12.645,17.58,9.95,133.47,301.6173,23488.11,0.136,1.021,73.57,0.0817,6.47,48.46,1.1978,21.1622,1651.49,7.19,1.2,0.4652,0.1603,0.0701,6.11,1.055,3.012,7.4741,0.3608,97.27,0.6496,4.102,1.2369,937.4649,2.3,12.685,2.739,1829.16,127.5,0.7004,3.035,22.3564,1.198,0.0697,6.7889,0.0281,0.0876,1.1901,0.032
82.31,0.3583,0.25,5.0584,13.2217,12.659,17.6,9.97,133.51,301.7262,23523.06,0.1362,1.027,73.57,0.0817,6.47,48.46,1.1978,21.1799,1655.23,7.21,1.2,0.4658,0.1599,0.0701,6.11,1.056,3.001,7.4785,0.3608,97.27,0.6496,4.102,1.2366,940.4699,2.3,12.685,2.739,1829.16,127.5,0.698,3.035,22.348,1.198,0.0696,6.7889,0.0281,0.0876,1.1901,0.032
82.31,0.3583,0.25,5.0584,13.2217,12.659,17.64,9.97,133.51,301.4561,23520.15,0.1362,1.027,73.68,0.0817,6.5,48.383,1.202,21.1903,1653.8,7.2,1.2,0.4669,0.1602,0.0703,6.14,1.057,3.004,7.4922,0.3626,97.42,0.6532,4.131,1.2423,940.459,2.308,12.742,2.747,1829.15,127.7,0.7049,3.035,22.4197,1.198,0.0696,6.7889,0.0281,0.0876,1.1901,0.032
82.37,0.3586,0.25,5.0651,13.2092,12.659,17.64,9.97,133.51,302.0086,23541.8,0.1362,1.027,73.68,0.0817,6.49,48.463,1.202,21.1903,1655.21,7.22,1.2,0.4662,0.1601,0.0703,6.14,1.057,3.006,7.4922,0.3626,97.41,0.6532,4.131,1.241,940.4589,2.308,12.742,2.747,1829.15,127.5,0.7025,3.031,22.4197,1.195,0.0696,6.8253,0.0279,0.0879,1.1896,0.0319
82.3,0.3585,0.25,5.0651,13.2092,12.661,17.65,9.98,133.69,302.0087,23533.76,0.1363,1.028,73.67,0.0818,6.49,48.513,1.2037,21.1808,1656.33,7.19,1.2,0.4658,0.1599,0.0703,6.13,1.057,3.007,7.4852,0.3626,97.32,0.6532,4.131,1.2425,940.4589,2.308,12.733,2.747,1829.15,127.5,0.7025,3.031,22.3845,1.195,0.0696,6.8253,0.028,0.0879,1.1896,0.0319
82.23,0.3585,0.25,5.061,13.2092,12.685,17.65,9.98,133.63,301.8664,23509.91,0.1363,1.028,73.69,0.0819,6.5,48.513,1.2033,21.1621,1653.62,7.19,1.2,0.4671,0.1599,0.0703,6.13,1.055,3.001,7.4789,0.363,97.34,0.654,4.122,1.2404,936.9596,2.311,12.732,2.752,1829.12,127.5,0.7025,3.023,22.359,1.194,0.0697,6.8246,0.0279,0.0878,1.1896,0.032
82.37,0.3589,0.25,5.061,13.2092,12.696,17.67,9.98,133.47,302.0028,23537.37,0.1363,1.028,73.69,0.0819,6.5,48.412,1.2033,21.1621,1656.39,7.19,1.2,0.4692,0.1602,0.0703,6.13,1.055,3.001,7.4711,0.363,97.34,0.654,4.122,1.2393,932.0476,2.308,12.732,2.747,1822.05,127.2,0.7025,3.02,22.3711,1.194,0.0698,6.8246,0.0279,0.0876,1.1922,0.0321
82.44,0.3585,0.25,5.0632,13.182,12.696,17.69,9.98,133.47,302.0245,23532.05,0.1363,1.027,73.76,0.0818,6.5,48.412,1.2033,21.1621,1655.35,7.23,1.2,0.4681,0.1601,0.0702,6.15,1.055,3.001,7.4812,0.363,97.21,0.654,4.122,1.2383,928.9427,2.311,12.732,2.745,1822.05,127.2,0.7025,3.02,22.3832,1.194,0.0698,6.8246,0.028,0.0876,1.1922,0.0321
82.44,0.3587,0.25,5.0632,13.1547,12.704,17.69,9.98,133.47,301.8219,23525.39,0.1363,1.027,72.79,0.0818,6.49,48.412,1.2033,21.1621,1654.85,7.24,1.2,0.4668,0.16,0.0702,6.15,1.055,3.002,7.4948,0.363,97.21,0.654,4.122,1.2379,929.2995,2.311,12.717,2.745,1822.05,127.2,0.7025,3.02,22.3832,1.194,0.0698,6.8246,0.028,0.0877,1.1922,0.032
82.51,0.359,0.25,5.0632,13.1547,12.707,17.69,9.98,133.47,301.8764,23546.05,0.1363,1.03,73.79,0.0818,6.49,48.414,1.2033,21.1986,1656.34,7.2,1.2,0.468,0.16,0.0704,6.15,1.055,3.001,7.4982,0.363,97.21,0.654,4.113,1.2408,923.5,2.308,12.717,2.745,1822.05,127.2,0.7025,3.02,22.3871,1.194,0.0696,6.8246,0.028,0.0877,1.1936,0.032
82.36,0.3592,0.25,5.0555,13.1547,12.707,17.7,9.98,133.47,302.0545,23563.67,0.1363,1.029,73.79,0.0817,6.49,48.414,1.2033,21.2092,1657.46,7.23,1.2,0.4703,0.16,0.0704,6.15,1.052,3.001,7.4978,0.363,97.42,0.654,4.113,1.242,922.4108,2.308,12.703,2.745,1822.05,127.3,0.7025,3.02,22.3542,1.194,0.0698,6.8246,0.0279,0.0877,1.1936,0.032
82.42,0.3602,0.251,5.0555,13.2645,12.744,17.74,9.98,134.07,302.3403,23632.35,0.1363,1.033,73.79,0.0819,6.51,48.429,1.2033,21.238,1661.82,7.23,1.2,0.47,0.1598,0.0703,6.17,1.052,3.001,7.52,0.363,97.64,0.656,4.113,1.2459,925.0397,2.311,12.703,2.755,1822.05,127.3,0.7025,3.02,22.4698,1.197,0.0698,6.8362,0.0281,0.0879,1.197,0.032
82.42,0.3599,0.251,5.077,13.3317,12.734,17.77,10.0,134.16,302.3746,23601.84,0.1363,1.033,73.79,0.082,6.51,48.429,1.2033,21.255,1660.57,7.23,1.2,0.4676,0.1602,0.0705,6.17,1.057,3.01,7.5255,0.363,97.7,0.6564,4.113,1.2442,924.2925,2.313,12.703,2.754,1822.05,127.7,0.7025,3.02,22.4843,1.197,0.0698,6.8388,0.028,0.0879,1.1974,0.032
82.6,0.3602,0.251,5.0791,13.3739,12.743,17.77,10.0,134.16,302.3474,23632.53,0.1363,1.033,74.05,0.0819,6.51,48.646,1.2033,21.255,1662.38,7.24,1.2,0.4682,0.1602,0.0706,6.17,1.057,3.01,7.5246,0.363,97.68,0.6564,4.113,1.2456,924.2925,2.313,12.703,2.765,1822.05,127.7,0.7034,3.023,22.4909,1.193,0.0698,6.8486,0.0281,0.0879,1.1974,0.032
82.73,0.3606,0.251,5.0791,13.3739,12.77,17.76,10.0,134.16,302.7865,23666.14,0.1363,1.033,74.05,0.0821,6.53,48.646,1.2115,21.255,1665.82,7.23,1.2,0.4706,0.1602,0.0704,6.17,1.057,3.028,7.5315,0.363,97.81,0.6572,4.113,1.247,924.2925,2.319,12.703,2.767,1822.05,127.7,0.7034,3.023,22.5283,1.193,0.0698,6.8559,0.0282,0.0879,1.1983,0.032
82.8,0.3603,0.251,5.0791,13.4645,12.779,17.75,10.0,134.16,302.744,23647.3,0.1363,1.035,74.05,0.082,6.54,48.646,1.2104,21.2767,1665.88,7.23,1.2,0.4702,0.1602,0.0707,6.17,1.057,3.028,7.5317,0.363,97.81,0.6572,4.113,1.2477,926.21,2.32,12.703,2.767,1822.05,128.2,0.7034,3.023,22.5302,1.193,0.0698,6.8559,0.0282,0.0882,1.2031,0.032
82.84,0.3599,0.251,5.0791,13.4505,12.783,17.78,10.0,134.16,302.6032,23629.97,0.1363,1.035,74.05,0.0819,6.53,48.646,1.2104,21.2842,1665.33,7.26,1.2,0.4689,0.1602,0.0708,6.18,1.063,3.017,7.5432,0.363,97.81,0.6574,4.113,1.249,926.26,2.322,12.703,2.772,1822.05,127.8,0.708,3.036,22.5129,1.193,0.0698,6.8559,0.0282,0.0881,1.2031,0.0321
82.84,0.3596,0.251,5.0791,13.4285,12.8,17.8,10.03,134.53,302.3337,23616.0,0.1363,1.035,74.17,0.0819,6.54,48.646,1.2063,21.2834,1662.97,7.19,1.2,0.4671,0.1595,0.0706,6.17,1.064,3.021,7.5431,0.363,97.98,0.6574,4.113,1.2453,939.3913,2.315,12.703,2.768,1822.05,128.6,0.7074,3.023,22.4785,1.194,0.0698,6.8633,0.0282,0.0881,1.2035,0.0321
82.84,0.3596,0.251,5.0791,13.4285,12.8,17.8,10.03,134.53,302.3337,23616.0,0.1363,1.035,74.17,0.0819,6.54,48.646,1.2063,21.2834,1662.97,7.19,1.2,0.4671,0.1595,0.0706,6.17,1.064,3.021,7.5431,0.363,97.98,0.6574,4.113,1.2453,939.3913,2.315,12.703,2.768,1822.05,128.6,0.7074,3.023,22.4785,1.194,0.0698,6.8633,0.0282,0.0881,1.2035,0.0321
82.84,0.3591,0.251,5.0791,13.3407,12.798,17.8,10.03,134.53,302.3941,23650.57,0.1363,1.035,74.17,0.0819,6.52,48.646,1.2055,21.2834,1665.79,7.22,1.21,0.4669,0.1599,0.0706,6.17,1.064,3.01,7.5448,0.3646,97.99,0.6554,4.113,1.2451,943.057,2.314,12.694,2.788,1822.05,128.6,0.7074,3.009,22.4949,1.194,0.0699,6.8843,0.0281,0.0881,1.2007,0.0321
82.72,0.359,0.25,5.0862,13.3353,12.811,17.77,10.03,134.53,302.3641,23631.06,0.1363,1.036,74.25,0.0819,6.52,48.543,1.2111,21.3006,1663.92,7.29,1.21,0.4675,0.1599,0.0704,6.17,1.064,3.01,7.5404,0.3646,98.03,0.6577,4.113,1.2428,944.05,2.314,12.701,2.785,1822.05,128.6,0.7072,3.004,22.4853,1.199,0.0699,6.8843,0.0281,0.0883,1.2007,0.0322
82.94,0.36,0.25,5.1005,13.3882,12.847,17.82,10.03,134.53,303.0293,23718.48,0.1363,1.038,74.12,0.0822,6.54,48.553,1.2122,21.292,1673.24,7.26,1.21,0.4678,0.16,0.0706,6.19,1.064,3.053,7.5726,0.3638,98.07,0.6583,4.113,1.2507,943.057,2.319,12.701,2.791,1822.05,128.4,0.7072,3.011,22.55,1.199,0.0699,6.8852,0.0282,0.0883,1.2007,0.0322
82.96,0.3603,0.252,5.0997,13.3287,12.82,17.82,10.03,134.64,303.1773,23715.91,0.1363,1.038,74.25,0.0819,6.54,48.579,1.2143,21.3202,1671.44,7.24,1.21,0.4688,0.1605,0.0707,6.19,1.064,3.06,7.5584,0.367,98.08,0.6602,4.113,1.2494,942.2898,2.329,12.701,2.802,1822.05,128.4,0.7072,3.011,22.5811,1.199,0.0701,6.8852,0.0282,0.0883,1.1976,0.0322
82.96,0.3601,0.252,5.0997,13.3287,12.838,17.78,10.03,134.64,303.14,23700.16,0.1363,1.037,74.1,0.0821,6.53,48.579,1.2097,21.3266,1669.92,7.2,1.21,0.4678,0.1602,0.0707,6.19,1.064,3.081,7.5563,0.367,98.02,0.6565,4.113,1.2449,938.21,2.329,12.705,2.789,1822.05,128.4,0.7072,2.988,22.5264,1.199,0.0699,6.8852,0.0283,0.0881,1.1976,0.0323
82.95,0.3604,0.251,5.0817,13.5717,12.868,17.79,10.02,134.5,303.0622,23675.95,0.137,1.037,73.99,0.082,6.53,48.513,1.2125,21.3485,1666.76,7.21,1.21,0.4696,0.1601,0.0706,6.18,1.06,3.07,7.5617,0.367,98.05,0.6574,4.113,1.2437,944.056,2.321,12.718,2.787,1822.05,128.4,0.7053,2.988,22.5272,1.199,0.0699,6.8852,0.0282,0.0881,1.198,0.0322
82.95,0.3605,0.251,5.0817,13.431,12.834,17.76,10.02,134.2,302.8224,23677.38,0.137,1.031,73.88,0.0819,6.51,48.513,1.2125,21.366,1666.36,7.25,1.21,0.4671,0.1604,0.0705,6.16,1.061,3.07,7.5425,0.367,97.87,0.6574,4.113,1.2417,946.3299,2.316,12.688,2.783,1822.05,128.6,0.7053,2.993,22.4922,1.199,0.0699,6.8852,0.0282,0.088,1.198,0.0321
82.63,0.3597,0.251,5.0817,13.2946,12.811,17.76,10.02,134.16,302.663,23666.4,0.137,1.03,73.79,0.0819,6.5,48.513,1.2059,21.366,1665.0,7.3,1.21,0.4674,0.1604,0.0703,6.14,1.057,3.07,7.5304,0.3654,97.64,0.656,4.113,1.2392,946.3299,2.316,12.664,2.778,1822.05,128.6,0.7053,2.993,22.4767,1.199,0.0697,6.8427,0.0281,0.088,1.198,0.0321
82.75,0.3587,0.251,5.0817,13.3999,12.835,17.7,10.02,134.24,302.3651,23641.98,0.137,1.03,73.79,0.0818,6.49,48.513,1.2059,21.366,1662.14,7.23,1.21,0.4656,0.16,0.07,6.14,1.057,3.07,7.5096,0.3654,97.51,0.6548,4.113,1.2382,946.3299,2.308,12.638,2.772,1822.05,128.0,0.7038,2.98,22.4257,1.199,0.0699,6.8427,0.0281,0.088,1.1917,0.032
82.55,0.3588,0.25,5.0707,13.4365,12.814,17.72,10.02,134.14,302.5659,23632.15,0.137,1.028,73.73,0.0818,6.5,48.513,1.2059,21.366,1661.46,7.21,1.21,0.4665,0.16,0.0702,6.14,1.057,3.036,7.5085,0.3654,97.58,0.6524,4.047,1.2403,943.0571,2.308,12.638,2.766,1822.05,128.0,0.7038,2.98,22.4211,1.199,0.0699,6.829,0.0281,0.0879,1.1917,0.032
82.64,0.3577,0.25,5.065,13.3999,12.791,17.68,10.02,134.14,302.1717,23609.63,0.137,1.026,73.55,0.0817,6.5,48.513,1.1968,21.2175,1659.06,7.18,1.21,0.4661,0.1593,0.07,6.13,1.057,3.031,7.5052,0.3654,97.58,0.6514,4.047,1.2384,938.062,2.307,12.559,2.766,1822.05,128.0,0.7038,2.979,22.3615,1.193,0.0699,6.8151,0.028,0.0879,1.1902,0.032
82.73,0.3579,0.249,5.053,13.3098,12.799,17.66,9.94,134.03,302.0867,23597.42,0.1374,1.025,73.55,0.0815,6.48,48.513,1.1974,21.2175,1658.73,7.17,1.21,0.4648,0.1589,0.07,6.12,1.057,3.028,7.5009,0.3641,97.37,0.6513,4.044,1.2375,946.054,2.308,12.596,2.76,1822.05,128.0,0.7038,2.98,22.348,1.191,0.0699,6.8151,0.028,0.0878,1.1891,0.032
82.73,0.358,0.249,5.0457,13.3834,12.822,17.67,9.94,133.96,302.1285,23613.9,0.1374,1.025,73.5,0.0817,6.48,48.513,1.1974,21.2175,1658.45,7.16,1.21,0.4642,0.1593,0.07,6.1,1.057,3.023,7.5129,0.3642,97.35,0.6513,4.041,1.2364,944.5901,2.308,12.634,2.76,1822.05,128.0,0.7038,2.98,22.3372,1.191,0.0698,6.8151,0.0279,0.0878,1.1888,0.032
82.61,0.3582,0.25,5.0457,13.3834,12.81,17.68,9.94,134.05,302.3336,23631.88,0.1379,1.025,73.42,0.0817,6.5,48.513,1.1974,21.2175,1659.4,7.16,1.21,0.4642,0.1591,0.0699,6.1,1.057,3.023,7.5171,0.3642,97.36,0.6513,4.055,1.238,943.4104,2.307,12.634,2.768,1822.05,128.0,0.7038,2.98,22.37,1.191,0.0696,6.8313,0.0279,0.0878,1.1888,0.032
82.61,0.3579,0.249,5.0421,13.2429,12.779,17.65,9.94,133.89,301.9444,23625.6,0.1379,1.024,73.42,0.0816,6.48,48.076,1.1965,21.2175,1659.19,7.15,1.21,0.4632,0.1586,0.0697,6.1,1.054,3.01,7.5027,0.3642,97.36,0.6498,4.049,1.2359,942.4604,2.296,12.634,2.768,1822.05,127.9,0.7038,2.98,22.3498,1.191,0.0696,6.8119,0.0279,0.0878,1.184,0.032
